sentence1,sentence2,score
一定了解家乡的人情世态。,遥知故乡处,0.0
一定了解家乡的人情世态。,应似故乡看,0.0
一定了解家乡的人情世态。,应知故乡事,1.0
一定了解家乡的人情世态。,那知故乡客,0.0
可笑我自己就像愚公一样不自量。,堪笑夔蚿不自怜,0.0
可笑我自己就像愚公一样不自量。,可笑梅娘不自量,0.0
可笑我自己就像愚公一样不自量。,可笑王孙不自闲,0.0
可笑我自己就像愚公一样不自量。,堪笑愚公不自量,1.0
大禹庙坐落于空寂的山谷中，秋风萧瑟冷清，残阳斜照在大殿上。,古庙空山里，阴风闪翠旗。,0.0
大禹庙坐落于空寂的山谷中，秋风萧瑟冷清，残阳斜照在大殿上。,日落君山暮，秋风过洞庭。,0.0
大禹庙坐落于空寂的山谷中，秋风萧瑟冷清，残阳斜照在大殿上。,禹庙空山里，秋风落日斜。,1.0
大禹庙坐落于空寂的山谷中，秋风萧瑟冷清，残阳斜照在大殿上。,古镇青山口，寒风落日时。,0.0
他们大事做成后。,事了拂衣去,1.0
他们大事做成后。,拂衣竟归去,0.0
他们大事做成后。,拂衣去去急,0.0
他们大事做成后。,拂衣僧竟去,0.0
溪水无情却似对我脉脉有情。,溪水无情知有情,0.0
溪水无情却似对我脉脉有情。,江水无情客有情,0.0
溪水无情却似对我脉脉有情。,无情水与人情似,0.0
溪水无情却似对我脉脉有情。,溪水无情似有情,1.0
遇见一叶孤舟悠悠来自天边。,孤城一片日边开,0.0
遇见一叶孤舟悠悠来自天边。,一片帆从日下归,0.0
遇见一叶孤舟悠悠来自天边。,孤帆一片海东悬,0.0
遇见一叶孤舟悠悠来自天边。,孤帆一片日边来,1.0
台阶前的梧桐树叶就已经在秋风里沙沙作响了。,井梧一叶报秋声,0.0
台阶前的梧桐树叶就已经在秋风里沙沙作响了。,阶前梧叶已秋声,1.0
台阶前的梧桐树叶就已经在秋风里沙沙作响了。,井梧叶叶已知秋,0.0
台阶前的梧桐树叶就已经在秋风里沙沙作响了。,绕阶梧叶作秋声,0.0
我已见到了十五次江上的月圆。,月初与十五,0.0
我已见到了十五次江上的月圆。,海月十五圆,1.0
我已见到了十五次江上的月圆。,月朝十五时,0.0
我已见到了十五次江上的月圆。,月圆十五回,0.0
不才如我垂久老矣竟忝列先生的门下。,倚门岁晚不胜情,0.0
不才如我垂久老矣竟忝列先生的门下。,近日侯门不重才,0.0
不才如我垂久老矣竟忝列先生的门下。,晚岁登门最不才,1.0
不才如我垂久老矣竟忝列先生的门下。,早岁登门叨赏异,0.0
白天变长了，黄昏前的时光怎么打发呢。,日长何计到黄昏,1.0
白天变长了，黄昏前的时光怎么打发呢。,妙高终日到黄昏,0.0
白天变长了，黄昏前的时光怎么打发呢。,弄溪终日到黄昏,0.0
白天变长了，黄昏前的时光怎么打发呢。,翠微日日送黄昏,0.0
多成了湿润的泥土少许成冰。,雪净冰融溪作鳞,0.0
多成了湿润的泥土少许成冰。,多作泥融少作冰,1.0
多成了湿润的泥土少许成冰。,雪意融融旋作泥,0.0
多成了湿润的泥土少许成冰。,多少飞花踏作泥,0.0
惟有能写出“澄江静如练”这样清丽之诗的谢玄晖。,回首澄江净如练,0.0
惟有能写出“澄江静如练”这样清丽之诗的谢玄晖。,解道澄江净如练,1.0
惟有能写出“澄江静如练”这样清丽之诗的谢玄晖。,他日澄江净如练,0.0
惟有能写出“澄江静如练”这样清丽之诗的谢玄晖。,谁道澄江静如练,0.0
忆往昔，我曾登临绝顶，放眼远眺天目山上的老松。,谁能凌绝顶，看取日升东。,0.0
忆往昔，我曾登临绝顶，放眼远眺天目山上的老松。,绝顶高峰上，如何下手栽。,0.0
忆往昔，我曾登临绝顶，放眼远眺天目山上的老松。,绝顶联趺坐，划然天阙开。,0.0
忆往昔，我曾登临绝顶，放眼远眺天目山上的老松。,伊昔升绝顶，下窥天目松。,1.0
高耸的金雀直上空中的云雾，,金爵觚棱月色秋,0.0
高耸的金雀直上空中的云雾，,金碧觚棱紫翠间,0.0
高耸的金雀直上空中的云雾，,云破觚棱金雀现,0.0
高耸的金雀直上空中的云雾，,金雀觚棱上云雨,1.0
柳树的根深深藏在水底，成了鱼的栖息处，低垂的柳枝系住了旅客之舟。,沼宽鱼贯直，枝重鸟巢斜。,0.0
柳树的根深深藏在水底，成了鱼的栖息处，低垂的柳枝系住了旅客之舟。,荷叶藏鱼艇，藤花罥客簪。,0.0
柳树的根深深藏在水底，成了鱼的栖息处，低垂的柳枝系住了旅客之舟。,根老藏鱼窟，枝低系客舟。,1.0
柳树的根深深藏在水底，成了鱼的栖息处，低垂的柳枝系住了旅客之舟。,雾拥鱼龙窟，槎欹岛屿根。,0.0
可知你对我的深情厚意。,情亲见君意,1.0
可知你对我的深情厚意。,思君情转亲,0.0
可知你对我的深情厚意。,情亲独有君,0.0
可知你对我的深情厚意。,情亲喜见君,0.0
谁还说沧江总是太平没有祸事。,青山莫道浑无事,0.0
谁还说沧江总是太平没有祸事。,总道渔翁无一事,0.0
谁还说沧江总是太平没有祸事。,谁道沧桑一年事,0.0
谁还说沧江总是太平没有祸事。,谁道沧江总无事,1.0
如同洞庭湖的支流一样分散各方，如同落叶一样各自飘零。,各散洞庭流,1.0
如同洞庭湖的支流一样分散各方，如同落叶一样各自飘零。,散作洞庭霞,0.0
如同洞庭湖的支流一样分散各方，如同落叶一样各自飘零。,灏荡洞庭流,0.0
如同洞庭湖的支流一样分散各方，如同落叶一样各自飘零。,一为洞庭波,0.0
龟灵占卜要将龟开膛破肚。,刳肠祇为生灵智,0.0
龟灵占卜要将龟开膛破肚。,钳口刳肠未足殚,0.0
龟灵占卜要将龟开膛破肚。,虽无钻灼刳肠患,0.0
龟灵占卜要将龟开膛破肚。,龟灵未免刳肠患,1.0
站在楼头，放眼四望，一切忧愁愤懑的情绪都一扫而空了。,寓目且忘忧,0.0
站在楼头，放眼四望，一切忧愁愤懑的情绪都一扫而空了。,极目散我忧,1.0
站在楼头，放眼四望，一切忧愁愤懑的情绪都一扫而空了。,使我浩然忧,0.0
站在楼头，放眼四望，一切忧愁愤懑的情绪都一扫而空了。,极目散江湖,0.0
贵人们穿绫罗哪知道养蚕苦。,著脚不知深浅处,0.0
贵人们穿绫罗哪知道养蚕苦。,著处不知来处苦,1.0
贵人们穿绫罗哪知道养蚕苦。,著处由来不自知,0.0
贵人们穿绫罗哪知道养蚕苦。,不知何处著吟身,0.0
旌旗上扎成燕尾蝥弧多鲜艳。,燕弧带晓月,0.0
旌旗上扎成燕尾蝥弧多鲜艳。,燕尾蝥弧裂,0.0
旌旗上扎成燕尾蝥弧多鲜艳。,燕尾绣蝥弧,1.0
旌旗上扎成燕尾蝥弧多鲜艳。,林开燕尾渠,0.0
陇关上的行人夜晚吹起羌笛。,陇土何人夜吹笛,0.0
陇关上的行人夜晚吹起羌笛。,陇上行人夜吹笛,1.0
陇关上的行人夜晚吹起羌笛。,江上何人夜吹笛,0.0
陇关上的行人夜晚吹起羌笛。,岸上谁家夜吹笛,0.0
浪涛涌来，卷起了千堆万堆白雪。,涛惊溅雪寒,0.0
浪涛涌来，卷起了千堆万堆白雪。,惊涛来似雪,1.0
浪涛涌来，卷起了千堆万堆白雪。,惊涛漫雪堆,0.0
浪涛涌来，卷起了千堆万堆白雪。,惊涛雪溅船,0.0
所居庄园，小桥流水，通往附近的集市。,桥通小市家林近,1.0
所居庄园，小桥流水，通往附近的集市。,小桥杨柳近人家,0.0
所居庄园，小桥流水，通往附近的集市。,隔涧人家通小桥,0.0
所居庄园，小桥流水，通往附近的集市。,绿水过桥通酒市,0.0
六朝的丈物荒皮杂草丛生。,六朝文物草连空,1.0
六朝的丈物荒皮杂草丛生。,六朝文物昔风流,0.0
六朝的丈物荒皮杂草丛生。,六朝文物沦烟水,0.0
六朝的丈物荒皮杂草丛生。,六朝文物草萋萋,0.0
送您到万里之外西击胡。,送君万里西击胡,1.0
送您到万里之外西击胡。,送君千里下长江,0.0
送您到万里之外西击胡。,西风万里送长镳,0.0
送您到万里之外西击胡。,万里长驱西破胡,0.0
仿佛置身于天地之间。,何似天地间,0.0
仿佛置身于天地之间。,大观天地间,0.0
仿佛置身于天地之间。,而于天地间,0.0
仿佛置身于天地之间。,如出天地间,1.0
获得攻下服城的大功。,但能勤列城,0.0
获得攻下服城的大功。,能取聊城功,1.0
获得攻下服城的大功。,能成大将功,0.0
获得攻下服城的大功。,能标尺寸功,0.0
与您共比邻相傍而居。,共井为比邻,1.0
与您共比邻相傍而居。,莆与福比邻,0.0
与您共比邻相傍而居。,慎莫共比邻,0.0
与您共比邻相傍而居。,为爱比邻好,0.0
泪湿桃花春风面鬓脚微微亦低垂。,泪湿春风鬓脚垂,1.0
泪湿桃花春风面鬓脚微微亦低垂。,泪洒西风两鬓丝,0.0
泪湿桃花春风面鬓脚微微亦低垂。,泪湿春衫鬓脚垂,0.0
泪湿桃花春风面鬓脚微微亦低垂。,春风绿鬓映垂鱼,0.0
早想要返回玉溪手头却没钱。,归舟囊橐一钱无,0.0
早想要返回玉溪手头却没钱。,归去玉溪无一钱,1.0
早想要返回玉溪手头却没钱。,休去可须持一钱,0.0
早想要返回玉溪手头却没钱。,依旧归来无一钱,0.0
我伴驾同来公主的新宅祝贺，酒宴上大家觥筹交错。,扈从龙舆两度来,0.0
我伴驾同来公主的新宅祝贺，酒宴上大家觥筹交错。,敬从乘舆来此地,1.0
我伴驾同来公主的新宅祝贺，酒宴上大家觥筹交错。,敬舆平日始来西,0.0
我伴驾同来公主的新宅祝贺，酒宴上大家觥筹交错。,从来此地出高官,0.0
月光洒遍每个角落，人们在何处都能看到明月当头。,明月来时远,0.0
月光洒遍每个角落，人们在何处都能看到明月当头。,明月逐人来,1.0
月光洒遍每个角落，人们在何处都能看到明月当头。,明月为人来,0.0
月光洒遍每个角落，人们在何处都能看到明月当头。,明月向人员,0.0
小麦田垄绿油油的犹如水浪。,绿云生麦陇,0.0
小麦田垄绿油油的犹如水浪。,川光净麦陇,1.0
小麦田垄绿油油的犹如水浪。,云光净绿禾,0.0
小麦田垄绿油油的犹如水浪。,风光摇陇麦,0.0
抱歉的是檐下鸟儿太多争斗不止。,巢多众鸟喧,1.0
抱歉的是檐下鸟儿太多争斗不止。,树喧巢鸟出,0.0
抱歉的是檐下鸟儿太多争斗不止。,众鸟巢檐稳,0.0
抱歉的是檐下鸟儿太多争斗不止。,倾巢鸟雀喧,0.0
立在曲折的长廊对面灿烂盛开精神抖擞。,阑干倚到春深处,0.0
立在曲折的长廊对面灿烂盛开精神抖擞。,曲屏深处澡兰汤,0.0
立在曲折的长廊对面灿烂盛开精神抖擞。,曲栏深处小窗虚,0.0
立在曲折的长廊对面灿烂盛开精神抖擞。,曲阑深处艳精神,1.0
惭愧的是，我的头发稀稀落落。,落帽几人羞短发,0.0
惭愧的是，我的头发稀稀落落。,落帽羞将白发吹,0.0
惭愧的是，我的头发稀稀落落。,羞将短发还吹帽,1.0
惭愧的是，我的头发稀稀落落。,自循短发羞吹帽,0.0
朋友啊，你要随着南去的秋雁离开我，让我们尽情的喝酒吧。,别岸客帆和雁落，晚程霜叶向人飞。,0.0
朋友啊，你要随着南去的秋雁离开我，让我们尽情的喝酒吧。,怜君别路随秋雁，尽我离觞任晚潮。,1.0
朋友啊，你要随着南去的秋雁离开我，让我们尽情的喝酒吧。,潮浮短棹征途远，酒尽离觞别恨多。,0.0
朋友啊，你要随着南去的秋雁离开我，让我们尽情的喝酒吧。,我有愁心如断雁，随君征路向斜晖。,0.0
退出宫门时眼泪还不断地流淌。,却出宫门泪相续,1.0
退出宫门时眼泪还不断地流淌。,山妻不识宫门泪,0.0
退出宫门时眼泪还不断地流淌。,暂出京门堪涕泪,0.0
退出宫门时眼泪还不断地流淌。,出门含泪离慈母,0.0
那江面上的点点白帆，在夕阳的辉映下，宛若水中的女神们一齐穿上了淡红的衣衫。,乍著红衫有摺痕,0.0
那江面上的点点白帆，在夕阳的辉映下，宛若水中的女神们一齐穿上了淡红的衣衫。,淡红衫子透肌肤,0.0
那江面上的点点白帆，在夕阳的辉映下，宛若水中的女神们一齐穿上了淡红的衣衫。,红染朝衫试越罗,0.0
那江面上的点点白帆，在夕阳的辉映下，宛若水中的女神们一齐穿上了淡红的衣衫。,水仙齐著淡红衫,1.0
耻如一般游子模样满脸离愁。,空摧游子颜,0.0
耻如一般游子模样满脸离愁。,耻为游子颜,1.0
耻如一般游子模样满脸离愁。,游子苦颜多,0.0
耻如一般游子模样满脸离愁。,为君游子颜,0.0
我在郊野坐得很久，心情悠闲，细细地数着飘落的花瓣。,细数落花无限恨,0.0
我在郊野坐得很久，心情悠闲，细细地数着飘落的花瓣。,有时细数坐来久,0.0
我在郊野坐得很久，心情悠闲，细细地数着飘落的花瓣。,细数落花因坐久,1.0
我在郊野坐得很久，心情悠闲，细细地数着飘落的花瓣。,落花坐久呼童扫,0.0
脚下的草鞋已踏遍了被白云笼罩的山头。,芒鞋踏破岭头云,0.0
脚下的草鞋已踏遍了被白云笼罩的山头。,芒鞋踏破江头路,0.0
脚下的草鞋已踏遍了被白云笼罩的山头。,芒鞋踏遍陇头云,1.0
脚下的草鞋已踏遍了被白云笼罩的山头。,芒鞋踏遍春申路,0.0
是陵墓上长夜高悬的明月。,夜夜中秋明月影,0.0
是陵墓上长夜高悬的明月。,青天两夜负明月,0.0
是陵墓上长夜高悬的明月。,中天夜久高明月,1.0
是陵墓上长夜高悬的明月。,夜深高挂月明中,0.0
往昔我们在长安醉眠花柳。,昔在长安醉花柳,1.0
往昔我们在长安醉眠花柳。,知忆长安桃李花,0.0
往昔我们在长安醉眠花柳。,长安花柳少年游,0.0
往昔我们在长安醉眠花柳。,长安花柳几回新,0.0
你可别学那个很会吹笙的王子晋，一遇到神仙浮丘公就一去不还，我还想见你呢！,莫学吹笙王子晋，一遇浮丘断不还。,1.0
你可别学那个很会吹笙的王子晋，一遇到神仙浮丘公就一去不还，我还想见你呢！,不见吹笙王子晋，独乘玄鹤碧嵩西。,0.0
你可别学那个很会吹笙的王子晋，一遇到神仙浮丘公就一去不还，我还想见你呢！,子晋玉笙如不隔，浮丘仙袂欲相招。,0.0
你可别学那个很会吹笙的王子晋，一遇到神仙浮丘公就一去不还，我还想见你呢！,愿逐吹笙王子晋，并骑丹凤彩云中。,0.0
住在小楼听尽了一夜的春雨淅沥滴答。,一听大梁春夜雨,0.0
住在小楼听尽了一夜的春雨淅沥滴答。,小楼一夜听春雨,1.0
住在小楼听尽了一夜的春雨淅沥滴答。,不眠一夜听春雨,0.0
住在小楼听尽了一夜的春雨淅沥滴答。,小楼日夜听春雨,0.0
我想拿这些来感谢那高飞的鸟儿。,持此谢芳草,0.0
我想拿这些来感谢那高飞的鸟儿。,持此谢全州,0.0
我想拿这些来感谢那高飞的鸟儿。,凭轩送高鸟,0.0
我想拿这些来感谢那高飞的鸟儿。,持此谢高鸟,1.0
原来荷花深处别有洞天，主人在那里开立了自己的门户。,藕花多处复开亭,0.0
原来荷花深处别有洞天，主人在那里开立了自己的门户。,不知何处藕花多,0.0
原来荷花深处别有洞天，主人在那里开立了自己的门户。,到处藕花无数开,0.0
原来荷花深处别有洞天，主人在那里开立了自己的门户。,藕花多处别开门,1.0
我于是懂得君子心性。,母能知子心,0.0
我于是懂得君子心性。,乃知君子心,1.0
我于是懂得君子心性。,安知君子心,0.0
我于是懂得君子心性。,宁知游子心,0.0
旅客们只好牵挽过桥，顾不得危险。,川广不可越,1.0
旅客们只好牵挽过桥，顾不得危险。,赣江不可极,0.0
旅客们只好牵挽过桥，顾不得危险。,川广不可溯,0.0
旅客们只好牵挽过桥，顾不得危险。,川原不可穷,0.0
苍苍茫茫的沙雾笼罩江洲。,浦树冥茫茫,0.0
苍苍茫茫的沙雾笼罩江洲。,茫茫雾萦洲,1.0
苍苍茫茫的沙雾笼罩江洲。,茫茫烟草滋,0.0
苍苍茫茫的沙雾笼罩江洲。,茫茫足烟雾,0.0
林中月亮仿佛低落在行舟的背后。,孽鸟向林低,0.0
林中月亮仿佛低落在行舟的背后。,林月向谁明,0.0
林中月亮仿佛低落在行舟的背后。,林月低向后,1.0
林中月亮仿佛低落在行舟的背后。,隔林残月低,0.0
纤纤素手连抽针都冷得不行。,纤手学穿针,0.0
纤纤素手连抽针都冷得不行。,素手浣香芽,0.0
纤纤素手连抽针都冷得不行。,素手何曾冷,0.0
纤纤素手连抽针都冷得不行。,素手抽针冷,1.0
为四座斟酒，借以消散那愁肠。,浊醪一酌千愁散,0.0
为四座斟酒，借以消散那愁肠。,当时晤对散千愁,0.0
为四座斟酒，借以消散那愁肠。,惟凭一酌散千忧,0.0
为四座斟酒，借以消散那愁肠。,酌饮四坐以散愁,1.0
我梦到：故乡的门巷已被掩埋在蓬蒿乱草之底。,故乡失业荆榛满,0.0
我梦到：故乡的门巷已被掩埋在蓬蒿乱草之底。,故人门巷隔车辙,0.0
我梦到：故乡的门巷已被掩埋在蓬蒿乱草之底。,故乡门巷干戈底,0.0
我梦到：故乡的门巷已被掩埋在蓬蒿乱草之底。,故乡门巷荆棘底,1.0
向阳的山坡上的草儿又软又厚像床褥一样。,金堤软碧草如茵,0.0
向阳的山坡上的草儿又软又厚像床褥一样。,阳坡软草厚如织,1.0
向阳的山坡上的草儿又软又厚像床褥一样。,平坡如簟草如茵,0.0
向阳的山坡上的草儿又软又厚像床褥一样。,阳坡细草马随鹿,0.0
挥起手再三告别。,明朝挥手别,0.0
挥起手再三告别。,挥手一为别,0.0
挥起手再三告别。,挥手再三别,1.0
挥起手再三告别。,挥手从兹别,0.0
高枕安卧在沙丘城。,高卧沙丘城,1.0
高枕安卧在沙丘城。,城里人高卧,0.0
高枕安卧在沙丘城。,白头高卧丘,0.0
高枕安卧在沙丘城。,独卧此高丘,0.0
在茫茫的夜色中，像萤火虫一样发出一点微亮。,孤光唯一点,0.0
在茫茫的夜色中，像萤火虫一样发出一点微亮。,秋水点萤光,0.0
在茫茫的夜色中，像萤火虫一样发出一点微亮。,孤光一点萤,1.0
在茫茫的夜色中，像萤火虫一样发出一点微亮。,青灯一点明,0.0
疏星散布在霜空里凝结不动。,疏星垂露里,0.0
疏星散布在霜空里凝结不动。,空宇露疏星,0.0
疏星散布在霜空里凝结不动。,疏星冻霜空,1.0
疏星散布在霜空里凝结不动。,霜空凝冻云,0.0
柴门前寂寞冷清车马不到。,寂寂柴门本不关,0.0
柴门前寂寞冷清车马不到。,柴扉寂寞无人到,0.0
柴门前寂寞冷清车马不到。,寂寞柴门人不到,1.0
柴门前寂寞冷清车马不到。,寂寞柴门不彻扃,0.0
在送信之人即将出发前再次打开信封检查。,行人临发又愆期,0.0
在送信之人即将出发前再次打开信封检查。,归期临发又重更,0.0
在送信之人即将出发前再次打开信封检查。,行人临发重迟留,0.0
在送信之人即将出发前再次打开信封检查。,行人临发又开封,1.0
在前来的路上，两旁高楼上的歌姬和乐师都停息了歌声和演奏，路上车马和行人都不得不停下回避。,闻说高楼夹路遮，楼头酒旆驻行车。,0.0
在前来的路上，两旁高楼上的歌姬和乐师都停息了歌声和演奏，路上车马和行人都不得不停下回避。,天净笙歌临路发，日高车马隔尘行。,0.0
在前来的路上，两旁高楼上的歌姬和乐师都停息了歌声和演奏，路上车马和行人都不得不停下回避。,路傍高楼息歌吹，千车不行行者避。,1.0
在前来的路上，两旁高楼上的歌姬和乐师都停息了歌声和演奏，路上车马和行人都不得不停下回避。,酣歌自适逃名久，不必门多长者车。,0.0
与杏树和桃树相映。,映杏映桃山路中,1.0
与杏树和桃树相映。,山杏山桃夹路花,0.0
与杏树和桃树相映。,桃花渡水出山中,0.0
与杏树和桃树相映。,野杏山桃委路尘,0.0
想到开花时我再来查点。,每到花时特地来,0.0
想到开花时我再来查点。,病向根源点检来,0.0
想到开花时我再来查点。,欲到花时点检来,1.0
想到开花时我再来查点。,未有花时且看来,0.0
权势、财利引起了诸路军的争夺，随后各路军队之间就自相残杀起来。,势利使人争，嗣还自相戕。,1.0
权势、财利引起了诸路军的争夺，随后各路军队之间就自相残杀起来。,名利能生诈，人心各自良。,0.0
权势、财利引起了诸路军的争夺，随后各路军队之间就自相残杀起来。,夷狄自相图，古称中国利。,0.0
权势、财利引起了诸路军的争夺，随后各路军队之间就自相残杀起来。,苟利他相与，诛当我自求。,0.0
哪能因衰老就吝惜残余的生命。,敢将衰朽叹飘零,0.0
哪能因衰老就吝惜残余的生命。,肯将衰朽惜残年,1.0
哪能因衰老就吝惜残余的生命。,扶持衰病过残年,0.0
哪能因衰老就吝惜残余的生命。,岂期衰朽度残年,0.0
夜已经很深了，风也停了，雨也止了。,久雨不停风更朔,0.0
夜已经很深了，风也停了，雨也止了。,昨夜雨纤风却骤,0.0
夜已经很深了，风也停了，雨也止了。,今夜客中风又雨,0.0
夜已经很深了，风也停了，雨也止了。,夜久雨休风又定,1.0
我对着依然如故的山河，感到十分冷落、孤寂。,寂寞海山西,0.0
我对着依然如故的山河，感到十分冷落、孤寂。,寂寞向山河,1.0
我对着依然如故的山河，感到十分冷落、孤寂。,寂莫向山河,0.0
我对着依然如故的山河，感到十分冷落、孤寂。,寂寞向淮𣸣,0.0
自从您传授了我为文的方法后。,自蒙半夜传衣后,1.0
自从您传授了我为文的方法后。,名父亲传夜半衣,0.0
自从您传授了我为文的方法后。,自应雪夜传衣处,0.0
自从您传授了我为文的方法后。,如何半夜却传衣,0.0
饮酒作乐。,酒里闲消日,0.0
饮酒作乐。,惟酒能消日,0.0
饮酒作乐。,时酒谩消遣,0.0
饮酒作乐。,时日酒能消,1.0
想把清丽的词句，题在花叶上寄给朝云。,漫书花叶寄朝云,0.0
想把清丽的词句，题在花叶上寄给朝云。,欲书花叶寄朝云,1.0
想把清丽的词句，题在花叶上寄给朝云。,一书无惜寄云云,0.0
想把清丽的词句，题在花叶上寄给朝云。,静书花叶寄春题,0.0
漫天飞舞的雪花滞留在北国故乡。,梅花渺故乡,0.0
漫天飞舞的雪花滞留在北国故乡。,飞云认故乡,0.0
漫天飞舞的雪花滞留在北国故乡。,飞雪滞故乡,1.0
漫天飞舞的雪花滞留在北国故乡。,南飞返故乡,0.0
水中的花影，都是那么地鲜艳动人。,花影妖娆各占春,1.0
水中的花影，都是那么地鲜艳动人。,秾花嫩蕊各争春,0.0
水中的花影，都是那么地鲜艳动人。,花影妖饶各占春,0.0
水中的花影，都是那么地鲜艳动人。,一架妖娆春色奢,0.0
您学识渊博令人肃然仰望。,森然万象秋,0.0
您学识渊博令人肃然仰望。,森森开武库,0.0
您学识渊博令人肃然仰望。,武库入森森,0.0
您学识渊博令人肃然仰望。,森然瞻武库,1.0
愿意永远和你在一起。,愿为尘外契,0.0
愿意永远和你在一起。,愿同松与石,0.0
愿意永远和你在一起。,愿同尘与灰,1.0
愿意永远和你在一起。,愿同渔与樵,0.0
就这样与你活生生的分离。,与君生别离,1.0
就这样与你活生生的分离。,与君成别离,0.0
就这样与你活生生的分离。,今与君别离,0.0
就这样与你活生生的分离。,人生苦别离,0.0
但见蝴蝶在花丛深处穿梭往来，蜻蜓在水面款款而飞，时不时点一下水。,穿花蛱蝶深深见，点水蜻蜓款款飞。,1.0
但见蝴蝶在花丛深处穿梭往来，蜻蜓在水面款款而飞，时不时点一下水。,穿花蛱蝶元相并，点水蜻蜓故傍人。,0.0
但见蝴蝶在花丛深处穿梭往来，蜻蜓在水面款款而飞，时不时点一下水。,裙如蛱蝶随风舞，手效蜻蜓点水忙。,0.0
但见蝴蝶在花丛深处穿梭往来，蜻蜓在水面款款而飞，时不时点一下水。,蛱蝶乱丛沿径见，鸳鸯几对傍湖飞。,0.0
无奈所交往的权贵疏远了我。,交游七贵疏,1.0
无奈所交往的权贵疏远了我。,交游本未疏,0.0
无奈所交往的权贵疏远了我。,浩游贤七贵,0.0
无奈所交往的权贵疏远了我。,交游喜渐疏,0.0
但愿你以笏记下。,愿子书之笏,1.0
但愿你以笏记下。,夫子笔之书,0.0
但愿你以笏记下。,教子万签书,0.0
但愿你以笏记下。,妻子书难达,0.0
还有几位文士相随。,亦有文士相追随,1.0
还有几位文士相随。,年来文士动相挤,0.0
还有几位文士相随。,芹边亦有追随乐,0.0
还有几位文士相随。,林间挟弹相追随,0.0
人们传说听到笙鸣鹤叫。,人传有笙鹤,1.0
人们传说听到笙鸣鹤叫。,人传井有龙,0.0
人们传说听到笙鸣鹤叫。,人传鹤引雏,0.0
人们传说听到笙鸣鹤叫。,何人骑有鹤,0.0
郑愔像三国时的阮籍以善饮酒知名。,一代推名饮,0.0
郑愔像三国时的阮籍以善饮酒知名。,阮籍推名饮,1.0
郑愔像三国时的阮籍以善饮酒知名。,通籍竟虚名,0.0
郑愔像三国时的阮籍以善饮酒知名。,仕籍姓名除,0.0
你出任太守经历了三郡，所到之处，恶人闻风而逃。,词人多出牧，州郡岂徒劳。,0.0
你出任太守经历了三郡，所到之处，恶人闻风而逃。,罢猎出崖口，休兹藩部群。,0.0
你出任太守经历了三郡，所到之处，恶人闻风而逃。,出牧历三郡，所居猛兽奔。,1.0
你出任太守经历了三郡，所到之处，恶人闻风而逃。,壮夫齐袒裼，猛兽绝奔趋。,0.0
用不着去询问善卜的君平。,不及问平反,0.0
用不着去询问善卜的君平。,不必问君平,1.0
用不着去询问善卜的君平。,何必问东君,0.0
用不着去询问善卜的君平。,何必问君平,0.0
池边鸟雀声稀环境静谧闲适。,文章见发硎,0.0
池边鸟雀声稀环境静谧闲适。,蠹简辨蝌文,0.0
池边鸟雀声稀环境静谧闲适。,玉简翳苔文,0.0
池边鸟雀声稀环境静谧闲适。,削简龙文见,1.0
河水听任感情流淌。,清河逆水流,0.0
河水听任感情流淌。,情同河水流,0.0
河水听任感情流淌。,河水任情流,1.0
河水听任感情流淌。,河水正安流,0.0
这使得今日的月色显得与往日格外地不同了。,才有梅花便不同,1.0
这使得今日的月色显得与往日格外地不同了。,才有梅花便不尘,0.0
这使得今日的月色显得与往日格外地不同了。,才有梅花便不凡,0.0
这使得今日的月色显得与往日格外地不同了。,遇有梅花便可居,0.0
不知不觉中春草已经萌生。,那知春草生,0.0
不知不觉中春草已经萌生。,何如春草生,0.0
不知不觉中春草已经萌生。,不知春草黄,0.0
不知不觉中春草已经萌生。,不知春草生,1.0
已令楼兰一带戍守的健儿愁绪满怀。,多应愁杀戍边儿,0.0
已令楼兰一带戍守的健儿愁绪满怀。,愁杀江南游侠儿,0.0
已令楼兰一带戍守的健儿愁绪满怀。,愁杀楼兰征戍儿,1.0
已令楼兰一带戍守的健儿愁绪满怀。,见说木兰征戍女,0.0
笔画恰似珊瑚碧树枝柯交错。,珊瑚出海玉交枝,0.0
笔画恰似珊瑚碧树枝柯交错。,珊瑚碧树交枝柯,1.0
笔画恰似珊瑚碧树枝柯交错。,珊瑚玉树交枝柯,0.0
笔画恰似珊瑚碧树枝柯交错。,珊瑚碧树枝柯老,0.0
老朋友和达官贵人们不再和我往来，我门庭冷落，真的可安放捕鸟的网罗。,路遥那得通鱼信，门静料堪设雀罗。,0.0
老朋友和达官贵人们不再和我往来，我门庭冷落，真的可安放捕鸟的网罗。,故人又比佳人薄，莫怪门前雀可罗。,0.0
老朋友和达官贵人们不再和我往来，我门庭冷落，真的可安放捕鸟的网罗。,故人通贵绝相过，门外真堪置雀罗。,1.0
老朋友和达官贵人们不再和我往来，我门庭冷落，真的可安放捕鸟的网罗。,贱子自藏蜗壳舍，故人谁并雀罗门。,0.0
一头长长的香丝乌云般一直撒落在地上。,一编香丝云撒地,1.0
一头长长的香丝乌云般一直撒落在地上。,一径梅香云满地,0.0
一头长长的香丝乌云般一直撒落在地上。,一缕炉香一卷书,0.0
一头长长的香丝乌云般一直撒落在地上。,绾脱青丝散一编,0.0
 如春风再入这里的黄池河。,春风入孔壖,0.0
